,collector_name,collector_address,collector_number,collector_nik,time_to_collect,avg_bill_methods,debtor_volume_handled,bill_amount_collected,total_actual,total_cost,success_rate,collector_zip,collector_rt,collector_rw,collector_birth_place,collector_age,collector_marital_status,collector_gender
591,Anna Lin,"Gg. Cikutra Timur No. 56
Manado, Sumatera Selatan 73373",+62-0638-202-1934,8439902015405787,11,panggilan,49,185000000,648500000,1182193,29.0,73373,11,15,"Maluku, 04-10-1975",48,Belum menikah,laki-laki
592,Eric Murray,"Gg. HOS. Cokroaminoto No. 378
Prabumulih, JA 95966",+62 (0344) 581 0968,4053978273915833,13,panggilan,35,50000000,52500000,1326159,95.0,95966,7,18,"Papua, 30-12-1961",62,Cerai mati,perempuan
593,Eric Hooper,"Gang Rajawali Barat No. 774
Kota Administrasi Jakarta Selatan, BA 06654",+62-0662-373-8855,6431231583423733,14,panggilan,45,80000000,211500000,1298930,38.0,6654,13,15,"Sumatera Utara, 18-09-1964",59,Menikah,perempuan
594,Elizabeth Willis,"Jalan BKR No. 4
Tual, KS 42870",+62 (982) 243-5856,3509819272050065,14,panggilan,32,149000000,251000000,897809,59.0,42870,16,13,"Banten, 15-10-1982",41,Cerai mati,perempuan
595,Eric Smith,"Gang Dipenogoro No. 19
Subulussalam, Kalimantan Selatan 07572",+62-026-720-8166,2530577453180649,12,panggilan,39,216000000,330500000,794578,65.0,7572,7,10,"Sulawesi Utara, 23-03-1960",63,Cerai mati,perempuan
596,Joshua Mckenzie,"Gang Rajawali Barat No. 8
Serang, Kepulauan Bangka Belitung 49526",+62 (184) 435 7004,4917911576972314,13,panggilan,49,159000000,184500000,1934347,86.0,49526,5,3,"Kalimantan Timur, 05-03-1997",26,Menikah,perempuan
597,Jessica Figueroa,"Gg. Jayawijaya No. 4
Langsa, Sulawesi Selatan 50520",+62 (0871) 582-1416,4468710065038043,11,panggilan,35,185000000,316500000,1289053,57.99999999999999,50520,12,15,"Maluku Utara, 03-06-1987",36,Cerai mati,perempuan
598,Jeremy Reyes,"Gg. Sentot Alibasa No. 1
Tanjungpinang, Sumatera Barat 74381",+62-733-145-5281,1857239798007489,13,panggilan,44,100000000,856000000,920808,12.0,74381,18,6,"Maluku Utara, 11-06-1999",24,Cerai mati,perempuan
599,Amy Levine,"Gang Jend. Sudirman No. 42
Bandar Lampung, Sulawesi Utara 75761",+62 (038) 225-1509,1813308937115371,12,panggilan,47,525000000,914500000,1751428,56.99999999999999,75761,15,8,"Kalimantan Barat, 23-02-1962",61,Cerai mati,laki-laki
600,Nicholas Li,"Gg. Raya Setiabudhi No. 5
Ambon, RI 28237",+62 (300) 346 4671,3553431588930639,14,panggilan,33,566000000,565500000,1019367,100.0,28237,16,19,"Jawa Timur, 02-04-1968",55,Cerai hidup,perempuan
601,Alicia Young,"Gang Cempaka No. 881
Subulussalam, Sulawesi Tenggara 40886",+62-63-758-9674,6552121646002882,14,panggilan,38,329000000,516000000,1434137,64.0,40886,16,15,"Gorontalo, 09-04-1973",50,Cerai hidup,perempuan
602,Brian Jarvis,"Jl. H.J Maemunah No. 43
Sabang, Kepulauan Bangka Belitung 37891",+62 (0261) 554-3872,2629583753824999,12,panggilan,36,82000000,141000000,1236144,57.99999999999999,37891,2,16,"Lampung, 30-08-1999",24,Cerai mati,perempuan
603,Shawn Gonzalez,"Gg. Moch. Ramdan No. 9
Cilegon, NT 55739",+62 (08) 603 2616,3023172853374483,11,panggilan,32,229000000,422000000,1141351,54.0,55739,15,15,"Riau, 25-05-1990",33,Cerai mati,perempuan
604,Dawn Hamilton,"Gang Pelajar Pejuang No. 8
Batam, KI 52583",+62 (61) 318 4559,9385809293160337,11,panggilan,48,124000000,352000000,1373732,35.0,52583,5,3,"Sulawesi Utara, 23-10-1990",33,Belum menikah,perempuan
605,Diane Bray,"Gang Dipatiukur No. 27
Denpasar, Kalimantan Selatan 79712",+62 (949) 247-8733,4195949479736080,13,panggilan,34,37000000,548000000,835787,7.000000000000001,79712,1,9,"Maluku, 30-01-1994",29,Cerai hidup,perempuan
606,Dylan Taylor,"Jalan HOS. Cokroaminoto No. 8
Ambon, KB 69013",+62 (47) 018-2172,9556154016852033,11,panggilan,42,151000000,577000000,1083575,26.0,69013,7,15,"Jawa Barat, 01-07-2000",23,Cerai mati,perempuan
607,Kara Reynolds,"Jl. Kapten Muslihat No. 5
Tidore Kepulauan, JK 70919",+62-075-914-6731,3198671917676864,11,panggilan,44,371000000,600000000,1024177,62.0,70919,18,18,"Kepulauan Bangka Belitung, 20-08-1993",30,Cerai mati,perempuan
608,Sandra Duran,"Jl. Monginsidi No. 333
Batam, Papua 64271",+62-063-820-6272,3355457991328182,13,panggilan,38,195000000,250000000,1054901,78.0,64271,17,5,"Riau, 22-11-1989",34,Belum menikah,perempuan
609,Fernando Black,"Gang Jend. Sudirman No. 798
Bandar Lampung, SN 13197",+62 (239) 056-7507,2042639341212954,13,panggilan,35,51000000,449500000,878246,11.0,13197,13,3,"Kepulauan Bangka Belitung, 06-10-1989",34,Cerai mati,perempuan
610,Randy White,"Gang Asia Afrika No. 5
Bima, Jambi 26121",+62 (490) 435-3270,1609894503771748,13,panggilan,40,292000000,483000000,1368795,60.0,26121,10,11,"DKI Jakarta, 09-05-1966",57,Cerai hidup,perempuan
611,Natalie Decker,"Jl. Otto Iskandardinata No. 512
Banda Aceh, PB 94138",+62 (692) 058-3714,3861578257491620,11,panggilan,41,101000000,450500000,1508568,22.0,94138,9,19,"Jawa Tengah, 12-12-1987",36,Belum menikah,perempuan
612,Robert Robbins,"Jl. Jayawijaya No. 5
Depok, KB 90086",+62-10-861-5875,9946429760219552,12,panggilan,46,403000000,539000000,1694210,75.0,90086,5,19,"Kalimantan Timur, 26-04-1973",50,Menikah,perempuan
613,Angela Stewart,"Jalan Sukajadi No. 315
Sawahlunto, Riau 94813",+62-076-388-0724,2560637747511295,14,panggilan,33,44000000,54500000,1063546,81.0,94813,19,16,"Sulawesi Selatan, 13-02-1992",31,Belum menikah,laki-laki
614,Bradley Sheppard,"Jl. Cihampelas No. 3
Prabumulih, SB 53808",+62-092-522-3498,2659385754289301,11,panggilan,34,36000000,241000000,1387161,15.0,53808,9,2,"Sumatera Utara, 15-02-1999",24,Belum menikah,perempuan
615,Andrew Gray,"Jalan Medokan Ayu No. 90
Lhokseumawe, Nusa Tenggara Timur 91594",+62-39-586-2455,1827512325309508,13,panggilan,38,79000000,740000000,814680,11.0,91594,5,17,"DI Yogyakarta, 07-05-1979",44,Menikah,perempuan
616,Alicia Thomas,"Jl. Cikutra Barat No. 85
Tual, Nusa Tenggara Timur 15831",+62 (011) 160-2052,7633154770014741,12,panggilan,46,571000000,629000000,1778762,91.0,15831,9,16,"Sulawesi Tengah, 11-03-1966",57,Cerai hidup,perempuan
617,Kathy Miller,"Jalan Lembong No. 0
Padang, MU 55110",+62 (061) 667-3018,3321352796270911,13,panggilan,49,151000000,973500000,1591075,16.0,55110,7,9,"Kalimantan Selatan, 03-02-1991",32,Menikah,perempuan
618,Caitlin Hoffman,"Jalan R.E Martadinata No. 12
Singkawang, PB 06019",+62-529-971-2043,8638157420437264,13,panggilan,33,373000000,419500000,876615,89.0,6019,13,11,"Nusa Tenggara Timur, 16-12-1977",46,Belum menikah,laki-laki
619,Whitney Williams,"Jalan Tubagus Ismail No. 7
Probolinggo, Kepulauan Riau 26265",+62-042-160-7213,4012619941145439,12,panggilan,45,142000000,242500000,1245892,59.0,26265,5,16,"Kalimantan Barat, 24-11-1960",63,Cerai hidup,perempuan
620,Gary Martinez,"Jl. M.H Thamrin No. 66
Kediri, SS 23505",+62-12-011-4050,7586195440482493,11,panggilan,43,75000000,91500000,1051268,82.0,23505,8,2,"Maluku Utara, 22-04-1975",48,Cerai hidup,perempuan
621,Colleen Oconnell,"Jl. Lembong No. 373
Bontang, PB 76437",+62 (028) 932-3071,7844226659574920,12,panggilan,32,112000000,542000000,850741,21.0,76437,11,11,"Papua, 27-01-1971",52,Cerai mati,laki-laki
622,Michael Adams,"Gang Astana Anyar No. 4
Palembang, NB 43271",+62-551-597-2234,4426373707221308,13,panggilan,32,195000000,620000000,814745,31.0,43271,14,10,"Papua Barat, 19-12-1986",37,Menikah,laki-laki
623,Courtney Benson DVM,"Jalan M.T Haryono No. 07
Malang, Sulawesi Barat 94470",+62 (141) 908 8876,6294589005586622,14,panggilan,37,116000000,732500000,1089016,16.0,94470,12,7,"Gorontalo, 23-07-1983",40,Menikah,perempuan
624,Heather Dorsey,"Gg. Sukabumi No. 28
Tarakan, Papua 55611",+62 (004) 009 2004,7059544924913550,14,panggilan,40,163000000,221000000,1126115,74.0,55611,13,18,"Kalimantan Utara, 20-01-1995",28,Menikah,perempuan
625,Olivia Sanchez MD,"Gang Suniaraja No. 73
Denpasar, Nusa Tenggara Timur 90281",+62-152-135-3304,8883623707161602,11,panggilan,43,422000000,705500000,1139254,60.0,90281,16,15,"Riau, 27-08-1973",50,Cerai mati,laki-laki
626,Miguel Adkins,"Gang Ronggowarsito No. 629
Bogor, JB 75253",+62 (91) 334-1871,9610423952442762,13,panggilan,32,228000000,275000000,1156180,83.0,75253,12,14,"Banten, 05-01-1969",54,Cerai mati,laki-laki
627,Adam Watson,"Gang Kendalsari No. 743
Pagaralam, Aceh 49126",+62 (65) 480-1988,5243002746384058,11,panggilan,40,133000000,354000000,844077,38.0,49126,18,13,"Sumatera Utara, 31-07-1975",48,Cerai mati,laki-laki
628,Joshua Moore,"Jl. Sadang Serang No. 921
Banjarmasin, Kalimantan Tengah 31682",+62 (677) 392-1046,9799222317851568,11,panggilan,37,333000000,461500000,1508111,72.0,31682,18,11,"Riau, 05-03-1983",40,Cerai hidup,laki-laki
629,Heather Hanna,"Gang Siliwangi No. 4
Sukabumi, Maluku 44068",+62 (14) 586 5365,8344025755302506,12,panggilan,40,120000000,469000000,1218793,26.0,44068,15,4,"Kalimantan Utara, 23-03-1985",38,Cerai hidup,perempuan
630,Kim Ferguson,"Gang Surapati No. 109
Pariaman, Jawa Tengah 95729",+62 (49) 449 5009,7859455853776902,14,panggilan,32,114000000,531000000,732119,21.0,95729,10,14,"Kepulauan Bangka Belitung, 07-09-1995",28,Menikah,laki-laki
631,Sherry Thompson,"Gang Kendalsari No. 852
Meulaboh, Kalimantan Selatan 15159",+62 (320) 525-7702,2576099374048383,14,panggilan,36,345000000,637000000,1055692,54.0,15159,13,1,"Jawa Timur, 18-08-1962",61,Cerai mati,laki-laki
632,Julie Cooper,"Jalan Sentot Alibasa No. 89
Sibolga, MA 77704",+62-0992-935-2287,1884714918710589,12,panggilan,43,734000000,849500000,1260842,86.0,77704,2,10,"Jawa Tengah, 07-07-1994",29,Belum menikah,laki-laki
633,Stephanie Brooks,"Gang Bangka Raya No. 936
Tual, GO 81188",+62-059-832-6774,5910537860785026,14,panggilan,36,452000000,586000000,775365,77.0,81188,15,16,"Sumatera Utara, 09-05-2000",23,Belum menikah,perempuan
634,Jacqueline Massey,"Jl. Tubagus Ismail No. 28
Tarakan, NT 07325",+62 (0426) 292 2339,8005375328623475,11,panggilan,42,100000000,349000000,1634221,29.0,7325,2,19,"Jambi, 12-08-1977",46,Cerai hidup,laki-laki
635,James Garcia,"Jl. M.T Haryono No. 855
Banjarbaru, Sulawesi Tengah 53308",+62-284-954-4375,6469448550869251,13,panggilan,32,142000000,602000000,868446,24.0,53308,19,8,"DKI Jakarta, 05-05-1978",45,Cerai mati,perempuan
636,Donald Gonzalez,"Gang Sukajadi No. 148
Tegal, Papua 54897",+62-0972-599-4101,8558316891793094,11,panggilan,33,117000000,126500000,1059480,92.0,54897,2,19,"Jawa Barat, 02-10-1969",54,Belum menikah,laki-laki
637,Cheryl Weber,"Jalan Cihampelas No. 5
Langsa, Kalimantan Tengah 20873",+62 (056) 930 8299,4306237496418232,12,panggilan,47,146000000,712500000,1402063,20.0,20873,15,3,"Gorontalo, 10-09-1964",59,Belum menikah,perempuan
638,Cody Benson,"Gg. Siliwangi No. 6
Bitung, Maluku Utara 11250",+62 (064) 869 4672,5853270946220784,11,panggilan,45,283000000,876500000,970350,32.0,11250,9,4,"Bengkulu, 18-04-1966",57,Cerai hidup,laki-laki
639,Daniel Byrd,"Gg. Jakarta No. 1
Palangkaraya, Bali 67014",+62 (024) 246-3386,8218710877299804,12,panggilan,35,229000000,384500000,1252235,60.0,67014,5,2,"Sulawesi Selatan, 14-07-1960",63,Belum menikah,perempuan
640,David Carey,"Jl. Rumah Sakit No. 55
Tarakan, Sumatera Selatan 26177",+62-0951-035-8336,6408845228961804,11,panggilan,49,157000000,822500000,1960036,19.0,26177,7,1,"Sumatera Utara, 23-03-1987",36,Belum menikah,perempuan
641,Matthew Bright,"Jl. Raya Ujungberung No. 8
Padang Sidempuan, NT 56559",+62 (91) 194 9991,5425574385138407,13,panggilan,31,129000000,148500000,673939,87.0,56559,1,3,"Nusa Tenggara Timur, 14-10-1987",36,Menikah,perempuan
642,Matthew Larson,"Gang Ciwastra No. 8
Tebingtinggi, YO 38672",+62 (302) 364-8592,2988646419440964,14,panggilan,38,132000000,322000000,1054419,41.0,38672,7,18,"Bengkulu, 21-10-1965",58,Menikah,perempuan
643,April Arroyo,"Jalan Ciumbuleuit No. 3
Tomohon, BA 26420",+62-89-038-7269,2348272243838817,14,panggilan,39,185000000,362500000,1188576,51.0,26420,7,2,"Bali, 22-11-1991",32,Menikah,laki-laki
644,Julie Duncan,"Gang Antapani Lama No. 29
Palopo, LA 04830",+62 (088) 534 7006,1517820417699643,11,panggilan,37,96000000,105500000,1482944,91.0,4830,17,15,"Jawa Barat, 03-11-1976",47,Cerai mati,perempuan
645,Anita Rose,"Gang Sukabumi No. 9
Parepare, Kalimantan Barat 57684",+62 (023) 092-7250,3596521313419565,12,panggilan,40,306000000,705000000,1624369,43.0,57684,19,5,"Maluku, 24-07-1998",25,Belum menikah,perempuan
646,Stephanie Herring,"Gg. Abdul Muis No. 18
Bau-Bau, KT 37796",+62-882-600-8353,5512938890741717,12,panggilan,39,164000000,496500000,1288091,33.0,37796,9,2,"Kalimantan Utara, 15-12-1969",54,Cerai mati,perempuan
647,Claudia Mclaughlin,"Jl. Gedebage Selatan No. 3
Parepare, SU 13323",+62 (28) 427 2745,6492209358720850,12,panggilan,43,312000000,349500000,1600718,89.0,13323,6,11,"Sumatera Utara, 04-01-1970",53,Menikah,perempuan
648,Chad Rodriguez,"Jalan Raya Setiabudhi No. 027
Sawahlunto, Sulawesi Barat 32549",+62 (21) 884-2553,5815518630770526,12,panggilan,40,126000000,548000000,1353700,23.0,32549,2,11,"Riau, 10-05-1977",46,Belum menikah,perempuan
649,Matthew Haas,"Gg. Moch. Toha No. 906
Salatiga, Sulawesi Selatan 33300",+62-077-261-0502,5481554343287707,13,panggilan,48,159000000,187000000,1568172,85.0,33300,20,9,"Papua Barat, 01-04-1976",47,Menikah,laki-laki
650,Bradley Norris,"Jalan Soekarno Hatta No. 8
Parepare, Sulawesi Barat 29231",+62-0511-950-2116,9422803728210650,12,panggilan,36,161000000,443000000,1452322,36.0,29231,10,14,"Bali, 12-08-1999",24,Belum menikah,laki-laki
651,Dana Gutierrez,"Jl. Jend. A. Yani No. 3
Dumai, KR 40372",+62 (0753) 477 6914,1076304799907998,14,panggilan,42,167000000,271000000,1340451,62.0,40372,10,3,"Sumatera Barat, 16-12-1997",26,Cerai hidup,laki-laki
652,Stacey Gonzalez,"Gg. Surapati No. 6
Pariaman, LA 13036",+62 (066) 654 8616,1729178029189133,14,panggilan,48,252000000,382000000,1376259,66.0,13036,1,1,"Sumatera Barat, 17-12-1989",34,Cerai hidup,laki-laki
653,Elijah Bryant,"Gang Cikapayang No. 485
Tangerang Selatan, Papua Barat 05279",+62 (40) 454 8700,6544038239811440,14,panggilan,45,81000000,287500000,1344980,28.000000000000004,5279,6,9,"Jambi, 14-04-1986",37,Menikah,laki-laki
654,Stacey Young,"Jl. Bangka Raya No. 8
Batu, Kalimantan Tengah 58695",+62 (01) 332 2118,5595096166175677,14,panggilan,34,167000000,586000000,814946,28.000000000000004,58695,18,8,"Sumatera Barat, 26-03-1968",55,Cerai mati,perempuan
655,George Medina,"Gang Rajawali Timur No. 221
Salatiga, Kalimantan Selatan 35598",+62 (0075) 027 0016,2528581230309102,14,panggilan,48,180000000,190000000,1947746,95.0,35598,13,12,"Kalimantan Barat, 10-03-1991",32,Cerai hidup,laki-laki
656,Emily Cook,"Gg. Kutai No. 0
Jambi, Gorontalo 56794",+62 (75) 047-2049,4413536295316454,13,panggilan,49,276000000,560500000,1527157,49.0,56794,16,4,"Bali, 09-09-1974",49,Menikah,perempuan
657,Dr. Jared Gutierrez MD,"Jalan Veteran No. 8
Sibolga, Sulawesi Tenggara 93814",+62-097-791-1627,2989301610832778,11,panggilan,42,369000000,548000000,1438676,67.0,93814,8,13,"Jawa Barat, 13-01-1977",46,Cerai hidup,laki-laki
658,Mary Gonzales,"Gang Tubagus Ismail No. 975
Parepare, Sulawesi Utara 68953",+62-14-407-7733,6502451498634283,12,panggilan,46,173000000,620000000,1059303,28.000000000000004,68953,7,3,"Jawa Timur, 07-03-1983",40,Cerai mati,laki-laki
659,Kevin English,"Gang Setiabudhi No. 20
Palembang, Kalimantan Utara 98776",+62 (003) 392-1006,3869183377077974,12,panggilan,30,258000000,373000000,959775,69.0,98776,8,4,"Sulawesi Barat, 08-11-1996",27,Cerai mati,laki-laki
660,Tammy Williams,"Gg. Sentot Alibasa No. 73
Cilegon, Riau 98991",+62-82-737-2332,2722399381842915,13,panggilan,38,67000000,291000000,945496,23.0,98991,20,17,"Banten, 19-05-1976",47,Cerai mati,perempuan
661,Stacy Martin,"Gg. Rawamangun No. 5
Kota Administrasi Jakarta Barat, JK 97574",+62 (041) 701 0777,6618747348375536,13,panggilan,42,321000000,668000000,938762,48.0,97574,7,1,"Banten, 26-08-1983",40,Menikah,laki-laki
662,Patricia Stark,"Gg. Rajiman No. 926
Jayapura, Bali 57669",+62 (87) 959 2523,4030031384310909,11,panggilan,32,94000000,478000000,1044573,20.0,57669,12,8,"Sumatera Utara, 29-06-1980",43,Cerai mati,laki-laki
663,Joshua Hardin,"Gg. Moch. Toha No. 15
Ambon, JI 70533",+62 (0892) 100 3045,8789703320270860,13,panggilan,36,425000000,453000000,1342531,94.0,70533,2,3,"Maluku Utara, 24-04-1961",62,Menikah,perempuan
664,Tina Haas,"Jl. M.H Thamrin No. 89
Subulussalam, Sumatera Barat 18553",+62 (68) 212 8331,5090340677734650,14,panggilan,37,63000000,79500000,1316515,79.0,18553,6,5,"Jawa Timur, 04-10-1986",37,Cerai hidup,perempuan
665,Jimmy Vaughn,"Gg. Rajiman No. 582
Probolinggo, Sulawesi Tenggara 93184",+62 (17) 556 1057,4848790098876582,11,panggilan,36,492000000,661000000,890579,74.0,93184,10,18,"Sumatera Selatan, 26-10-1985",38,Menikah,perempuan
666,Julie Camacho,"Gang Ahmad Yani No. 2
Sabang, JK 33519",+62 (201) 675-2426,2287144466237897,12,panggilan,31,440000000,603500000,1241113,73.0,33519,10,13,"Jawa Tengah, 06-02-1989",34,Cerai hidup,laki-laki
667,Kevin Randall,"Jl. S. Parman No. 84
Pematangsiantar, Maluku 11817",+62-007-543-7564,5907517772877671,14,panggilan,49,95000000,245500000,1475018,39.0,11817,3,10,"Kalimantan Timur, 03-04-1967",56,Menikah,laki-laki
668,Jeremiah Valenzuela,"Jalan Surapati No. 48
Bukittinggi, Riau 11654",+62 (893) 226 0754,2634092047663081,13,panggilan,35,578000000,663500000,1084108,87.0,11654,17,13,"Kalimantan Timur, 05-08-1982",41,Menikah,perempuan
669,Zachary Brock,"Gg. Sadang Serang No. 069
Sorong, Kalimantan Timur 48066",+62-0085-009-0090,1403566957438781,12,panggilan,41,359000000,556500000,870180,65.0,48066,16,15,"Nusa Tenggara Timur, 05-02-1998",25,Belum menikah,laki-laki
670,Darryl Green,"Gg. Raya Ujungberung No. 67
Singkawang, NB 19276",+62 (64) 486 0805,9323896845570109,12,panggilan,33,94000000,126500000,887267,74.0,19276,9,9,"Papua, 07-04-1981",42,Cerai hidup,laki-laki
671,Xavier Bailey,"Gang Rumah Sakit No. 135
Blitar, Maluku Utara 67114",+62 (058) 084-8345,5325005713874827,12,panggilan,42,381000000,473000000,1028855,81.0,67114,16,20,"Kalimantan Barat, 26-01-1980",43,Cerai hidup,laki-laki
672,Jill Wilkerson,"Jl. Rajiman No. 267
Pangkalpinang, Maluku 88193",+62 (450) 132 0046,6170477216557078,11,panggilan,34,199000000,462000000,876550,43.0,88193,3,9,"Kepulauan Bangka Belitung, 15-06-1990",33,Cerai hidup,perempuan
673,Veronica Mosley,"Gang Pelajar Pejuang No. 0
Cirebon, Maluku 07524",+62 (20) 177 4136,2743379397992015,12,panggilan,31,204000000,449500000,835801,45.0,7524,8,2,"Sumatera Selatan, 04-06-1994",29,Cerai hidup,perempuan
674,Jonathan Campos,"Jl. Joyoboyo No. 50
Kota Administrasi Jakarta Selatan, YO 64350",+62 (069) 889-6332,8678158680212203,11,panggilan,41,49000000,144500000,1370958,34.0,64350,5,6,"Jambi, 04-05-1994",29,Belum menikah,laki-laki
675,Vanessa Smith,"Jl. Cikutra Timur No. 296
Tanjungpinang, JA 79698",+62-17-559-8636,8307901096652835,12,panggilan,38,546000000,634000000,1116458,86.0,79698,2,15,"Sulawesi Tengah, 14-02-1985",38,Cerai mati,perempuan
676,Darryl Humphrey,"Jl. K.H. Wahid Hasyim No. 66
Pagaralam, BA 28718",+62-77-778-2575,6027213878988883,13,panggilan,47,360000000,379500000,1877725,95.0,28718,10,2,"Papua Barat, 13-06-1991",32,Cerai hidup,perempuan
677,Amanda Rush,"Jl. M.T Haryono No. 0
Sorong, Kalimantan Timur 46824",+62 (616) 821-9121,4948578834749580,13,panggilan,31,52000000,63500000,632139,82.0,46824,13,6,"Kepulauan Riau, 23-04-1983",40,Cerai mati,laki-laki
678,John Villarreal,"Jalan Tubagus Ismail No. 1
Ambon, Riau 02956",+62-176-781-1381,3315040137188816,13,panggilan,48,508000000,829000000,1607574,61.0,2956,1,3,"Sumatera Barat, 02-05-1978",45,Cerai hidup,perempuan
679,Angela Mccarty,"Gang Pelajar Pejuang No. 5
Pekalongan, Jawa Tengah 52075",+62-0230-509-4325,8586374666329239,13,panggilan,43,602000000,650500000,1444432,93.0,52075,14,5,"Sumatera Barat, 28-06-1966",57,Cerai hidup,laki-laki
680,Justin Jackson MD,"Gg. Ciwastra No. 1
Palembang, SG 09650",+62 (027) 872 5782,1555509552911616,12,panggilan,49,196000000,259500000,1411029,76.0,9650,8,7,"DKI Jakarta, 20-03-1999",24,Belum menikah,perempuan
681,Christopher Butler,"Gang Suniaraja No. 590
Cimahi, Aceh 70925",+62-646-426-5212,3414256672442385,12,panggilan,39,362000000,545500000,1051575,66.0,70925,1,19,"Sulawesi Tenggara, 08-06-1971",52,Cerai mati,perempuan
682,Amanda Hayes,"Jl. Asia Afrika No. 1
Jambi, Papua 32530",+62 (050) 999 9740,4789701754201134,13,panggilan,30,127000000,180000000,1189439,71.0,32530,3,8,"Jawa Tengah, 17-05-1971",52,Cerai hidup,laki-laki
683,Jerry Combs,"Jl. Rajiman No. 9
Kupang, Lampung 23855",+62 (46) 359-3940,6553018417700773,14,panggilan,44,320000000,410000000,1651704,78.0,23855,17,12,"Aceh, 05-02-1964",59,Cerai mati,perempuan
684,Michael Leonard,"Jalan Ir. H. Djuanda No. 0
Bitung, Kalimantan Selatan 79351",+62-045-984-5951,2463023812219947,13,panggilan,44,47000000,269000000,1660494,17.0,79351,19,17,"Kepulauan Riau, 30-11-1996",27,Belum menikah,laki-laki
685,Alexis Lambert,"Jl. Monginsidi No. 513
Metro, KR 97463",+62-34-661-0541,2368781517475485,12,panggilan,32,212000000,330000000,1189408,64.0,97463,18,7,"Sumatera Utara, 11-02-1965",58,Menikah,perempuan
686,Billy Miller,"Jl. Monginsidi No. 85
Banjar, Jawa Tengah 68479",+62 (77) 376 4042,5795801331134582,14,panggilan,36,214000000,525000000,1065804,41.0,68479,12,19,"Jawa Tengah, 20-12-1961",62,Belum menikah,perempuan
687,Dylan White,"Jl. Kutisari Selatan No. 767
Makassar, BA 29187",+62 (050) 659 6797,8993564337583770,14,panggilan,33,183000000,202500000,1270632,90.0,29187,8,10,"Gorontalo, 21-02-1973",50,Belum menikah,perempuan
