,debtor_name,debtor_nik,debtor_address,debtor_number,debtor_company,debtor_gender,debtor_education_level,employment_type,number_of_dependents,net_income,payment_date,loan_amount,avg_amounts_previous_bills,avg_previous_payment,amount_of_late,late_payment_amount,credit_risk,credit_score,arrears_amounts,aset,loss_reverse,payment1,payment2,payment3,payment4,payment5,payment6,payment7,payment8,payment9,payment10,payment11,payment12,bil1_late1,bill_late2,bill_late3,bill_late4,bill_late5,bill_late6,bill_late7,bill_late8,bill_late9,bill_late10,bill_late11,bill_late12,arrears1,arrears2,arrears3,arrears4,arrears5,arrears6,arrears7,arrears8,arrears9,arrears10,arrears11,arrears12,aging,debtor_zip,debtor_rt,debtor_rw,debtor_birth_place,debtor_age,debtor_occupation,debtor_marital_status
2752,Janice Brown,6441951971528440,"Gg. Cikutra Timur No. 481
Padang, SB 32611",+62-082-076-7148,PD Wilson,perempuan,D1,Retired,4,15500000.0,2023-02-06,11750000.0,26000000,19000000,94,7,Tidak tertagih,196,2,8000000,23500000.0,7500000,12500000,26500000,13500000,28000000,5000000,5500000,12500000,7000000,5000000,15500000,2500000,0,20,19,2,0,1,0,21,0,0,21,10,0,1,2,0,0,0,0,1,0,0,1,0,Kurang lancar,32611,18,2,"Jawa Barat, 11-04-2000",23,Pegawai Negeri,Menikah
2753,Stacey Johnson,2738065929885915,"Gg. Wonoayu No. 54
Palu, Bali 44124",+62 (059) 746-4103,UD Gordon,laki-laki,D1,Retired,3,11500000.0,2023-06-08,15916666.666666666,13000000,8900000,45,3,Tidak tertagih,321,1,9500000,15916666.666666666,19000000,11500000,12500000,15500000,18000000,15500000,19500000,17500000,15000000,12000000,18000000,17000000,0,0,10,0,0,18,0,0,17,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,DPK,44124,4,8,"Bengkulu, 28-07-1960",63,Buruh,Belum menikah
2754,Keith Sampson,2421426522866240,"Gang Gedebage Selatan No. 83
Madiun, DKI Jakarta 48187",+62 (069) 041 5821,PD Baker Phillips,perempuan,SMA,Contract,2,11700000.0,2023-09-09,15708333.333333334,18500000,12450000,28,2,Tertagih,373,1,4000000,15708333.333333334,19500000,17500000,11000000,11000000,19000000,17500000,12500000,15000000,13500000,17500000,17000000,17500000,0,20,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,DPK,48187,9,5,"Gorontalo, 14-02-1987",36,Pegawai Swasta,Cerai hidup
2755,Dylan Leon,2874497818615715,"Gang M.T Haryono No. 5
Salatiga, SU 29265",+62 (0338) 072 6858,CV Murillo Ellis (Persero) Tbk,laki-laki,S2,Contract,2,26000000.0,2023-02-18,34250000.0,33500000,27950000,20,2,Tertagih,525,1,6000000,34250000.0,30000000,38500000,38500000,30500000,39500000,33500000,39000000,30000000,33000000,34500000,31500000,32500000,16,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DPK,29265,11,13,"Papua Barat, 29-03-1987",36,Pegawai Swasta,Cerai hidup
2756,Melissa Rios,2417046445922955,"Jalan Dr. Djunjunan No. 2
Metro, JT 59937",+62-0397-903-3074,PT Ward (Persero) Tbk,laki-laki,D1,Retired,4,15500000.0,2023-04-09,19375000.0,11500000,7150000,88,7,Tidak tertagih,294,2,6000000,38750000.0,23000000,19000000,16000000,13000000,19500000,13000000,16500000,22500000,26000000,16000000,25000000,23000000,2,0,3,0,17,20,0,0,26,10,10,0,0,0,0,0,1,2,0,0,1,0,0,0,DPK,59937,20,5,"Nusa Tenggara Timur, 24-06-1973",50,Pegawai Negeri,Menikah
2757,Marisa Wiggins,3068573343736190,"Gg. Pacuan Kuda No. 64
Kendari, DI Yogyakarta 95265",+62 (0329) 972-4549,UD Farrell,laki-laki,S3,Retired,2,18000000.0,2023-03-04,17875000.0,16000000,14700000,114,9,Tidak tertagih,283,2,15000000,35750000.0,25000000,8500000,18500000,8500000,11000000,22500000,28500000,10500000,18500000,28000000,21500000,13500000,18,22,2,3,2,0,0,17,20,12,0,18,1,2,0,0,0,0,0,1,2,0,0,1,Kurang lancar,95265,9,13,"Papua, 09-04-1965",58,Buruh,Cerai mati
2758,Julie Harding,6859745407142240,"Gang Tebet Barat Dalam No. 9
Kota Administrasi Jakarta Pusat, RI 63334",+62 (025) 656 5293,PD Anderson Tbk,laki-laki,D1,Contract,1,10500000.0,2023-03-20,13916666.666666666,13000000,9500000,66,5,Tidak tertagih,378,1,4000000,13916666.666666666,10500000,10000000,17500000,15000000,18000000,11500000,10000000,18000000,15500000,14000000,16500000,10500000,0,25,7,0,0,0,10,0,18,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,DPK,63334,19,7,"Kalimantan Utara, 21-07-1981",42,Profesional,Cerai hidup
2759,Allison Harris,5016662181265372,"Gang Erlangga No. 4
Metro, SS 63333",+62-0012-933-5795,CV Dodson Tbk,perempuan,S1,Retired,2,13000000.0,2023-07-23,14250000.0,8500000,5150000,44,3,Tertagih,389,1,12000000,14250000.0,16500000,15000000,17500000,15500000,11500000,12500000,11500000,16500000,11000000,15500000,15500000,12500000,0,0,0,17,0,0,0,0,0,16,11,0,0,0,0,1,0,0,0,0,0,1,0,0,DPK,63333,10,1,"Kalimantan Barat, 03-04-1971",52,Buruh,Menikah
2760,Elizabeth Austin,2463313015110617,"Gang Ronggowarsito No. 3
Salatiga, KT 84603",+62-0421-965-7233,CV Jones,perempuan,S3,Retired,3,13000000.0,2023-07-18,13666666.666666666,5500000,4850000,24,2,Tidak tertagih,334,1,11500000,13666666.666666666,13000000,10500000,18000000,10000000,16500000,16500000,17000000,11000000,13000000,11000000,16000000,11500000,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,DPK,84603,7,15,"Bengkulu, 09-03-1973",50,Buruh,Belum menikah
2761,Christopher Terry,7176943961063587,"Gg. Moch. Ramdan No. 70
Palembang, Jawa Timur 98790",+62 (094) 012-3282,UD Cooper Jones (Persero) Tbk,perempuan,D2,Full-time,0,15500000.0,2023-06-17,16500000.0,29000000,23800000,76,4,Tertagih,698,1,14000000,16500000.0,25500000,7500000,27000000,18500000,21500000,5500000,6500000,17500000,26500000,24000000,15000000,3000000,0,22,0,13,23,0,0,18,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,DPK,98790,8,15,"Sulawesi Tengah, 02-12-1960",63,Pengusaha,Belum menikah
2762,Dana Washington,2013304468472906,"Jl. Ciwastra No. 561
Makassar, Kalimantan Utara 93302",+62-871-018-3611,PT Martinez,perempuan,S2,Full-time,4,19000000.0,2023-02-26,15333333.333333334,26000000,14700000,113,7,Tidak tertagih,123,2,15500000,30666666.666666668,17000000,5000000,23500000,18000000,9500000,23000000,19000000,26500000,5000000,7000000,7500000,23000000,0,0,13,0,0,26,21,0,17,11,1,24,0,0,0,0,0,1,2,0,1,0,0,1,Kurang lancar,93302,14,17,"Kalimantan Selatan, 07-10-1979",44,Buruh,Menikah
2763,Scott Perry,7142813971277989,"Gang Sadang Serang No. 446
Tanjungpinang, MU 83279",+62 (0562) 725 7849,PT Davis Ferguson,perempuan,SMA,Contract,2,6700000.0,2023-08-09,15833333.333333334,17000000,9700000,57,3,Tertagih,313,2,14000000,31666666.666666668,14500000,16500000,13000000,18000000,11000000,17000000,18500000,18000000,16500000,17000000,10500000,19500000,0,19,0,0,0,0,0,0,0,17,21,0,0,1,0,0,0,0,0,0,0,1,2,0,DPK,83279,2,19,"Maluku Utara, 14-06-1988",35,Pegawai Swasta,Belum menikah
2764,George Williams,3413470098390416,"Gg. Siliwangi No. 291
Palopo, SS 33720",+62-85-426-8132,PD Knight White,perempuan,S1,Retired,4,18000000.0,2023-07-22,14041666.666666666,1000000,500000,45,4,Tidak tertagih,228,1,4000000,14041666.666666666,23500000,17000000,5000000,28000000,12000000,7000000,6500000,21500000,12500000,22500000,8000000,5000000,0,0,0,6,0,0,0,5,23,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,DPK,33720,9,4,"Kepulauan Bangka Belitung, 08-12-1970",53,Pegawai Negeri,Menikah
2765,Jennifer Watson,1187134800476442,"Jl. Rajawali Barat No. 963
Jambi, Sulawesi Barat 11816",+62-0350-223-3196,PT Glover (Persero) Tbk,laki-laki,SMA,Contract,2,10700000.0,2023-06-18,14708333.333333334,18500000,10950000,9,2,Tidak tertagih,376,0,6000000,0.0,15000000,15500000,13500000,13500000,13000000,17500000,18500000,14500000,10500000,19000000,13000000,13000000,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DPK,11816,2,10,"Sulawesi Tenggara, 28-10-1976",47,Buruh,Cerai hidup
2766,Kevin Woods,8420099023725756,"Gang Merdeka No. 8
Jayapura, SU 29550",+62 (074) 526 2932,PT Hernandez Singleton Tbk,perempuan,D3,Retired,3,15500000.0,2023-02-24,18125000.0,10500000,7650000,90,5,Tertagih,682,3,11500000,54375000.0,25000000,28500000,29000000,16000000,9000000,24000000,9000000,9000000,27500000,3000000,17500000,20000000,0,0,11,0,16,29,30,0,4,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,DPK,29550,9,17,"Riau, 16-02-1966",57,Pegawai Swasta,Cerai hidup
2767,Elizabeth Thompson,4728826223206629,"Gg. Pacuan Kuda No. 3
Kediri, Banten 33180",+62-26-513-9477,PT Vazquez Keller,laki-laki,S1,Full-time,4,27000000.0,2023-04-04,35958333.333333336,32500000,31650000,97,7,Tidak tertagih,426,1,6000000,35958333.333333336,32000000,33500000,36000000,38000000,38500000,38000000,39000000,30000000,34500000,37500000,37500000,37000000,18,0,0,0,6,0,4,13,23,12,0,21,1,0,0,0,0,0,0,0,1,0,0,1,Kurang lancar,33180,3,4,"Jawa Tengah, 06-08-1960",63,Buruh,Cerai mati
2768,Tina Luna,4978339324694607,"Gang Raya Setiabudhi No. 54
Yogyakarta, KT 56389",+62 (029) 860 1278,PT Watts Ruiz (Persero) Tbk,laki-laki,S3,Self-employed,2,26000000.0,2023-01-21,35541666.666666664,32500000,25650000,91,5,Tertagih,457,2,6000000,71083333.33333333,37500000,33000000,33500000,36500000,31500000,36000000,39500000,36000000,31500000,37000000,36500000,38000000,25,0,0,15,11,15,25,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,Kurang lancar,56389,9,15,"Jambi, 04-07-1973",50,Pengusaha,Cerai hidup
2769,Steven Barr,5779621918634777,"Gang Moch. Toha No. 55
Sawahlunto, PA 63690",+62-0482-290-2782,Perum Logan,laki-laki,D2,Retired,4,10500000.0,2023-04-30,13833333.333333334,14500000,9050000,18,1,Tidak tertagih,301,1,8500000,13833333.333333334,10000000,19000000,13000000,13500000,12500000,13500000,12500000,16500000,14500000,12500000,15500000,13000000,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,DPK,63690,17,20,"Jawa Barat, 10-04-1992",31,Buruh,Belum menikah
2770,Jon Stanley,3949119663295444,"Jalan Gardujati No. 119
Malang, Kalimantan Utara 81336",+62 (0097) 872-7024,Perum Davidson Hill Tbk,laki-laki,S1,Full-time,4,24000000.0,2023-05-22,13916666.666666666,15000000,12600000,112,7,Tidak tertagih,162,2,4500000,27833333.33333333,13500000,14000000,8500000,15500000,27500000,10000000,25500000,5500000,15000000,12000000,16000000,4000000,0,12,6,0,0,10,27,11,19,27,0,0,0,0,0,0,0,0,1,0,1,2,0,0,Kurang lancar,81336,4,16,"Lampung, 28-04-1971",52,Pengusaha,Cerai hidup
2771,Jamie Olsen,2381607319783472,"Gang Sukabumi No. 43
Mataram, Sumatera Barat 82339",+62 (73) 837-4487,UD Avila Tbk,laki-laki,S2,Retired,4,13000000.0,2023-07-26,13791666.666666666,19000000,11900000,26,1,Tertagih,411,1,8500000,13791666.666666666,15500000,10000000,18000000,12000000,19000000,12500000,14500000,16500000,12500000,11500000,12500000,11000000,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,DPK,82339,11,16,"Kepulauan Bangka Belitung, 24-05-1995",28,Pengusaha,Cerai hidup
2772,Roger Wallace,3750317421886826,"Gg. Waringin No. 119
Sukabumi, Papua Barat 80946",+62-24-686-0350,CV Moran,laki-laki,S2,Retired,2,23000000.0,2023-03-28,12458333.333333334,3500000,3050000,15,2,Tertagih,563,0,8500000,0.0,8500000,18000000,3500000,6500000,6000000,13000000,10000000,3500000,21000000,29500000,20000000,10000000,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DPK,80946,20,8,"Sulawesi Utara, 11-08-1992",31,Pegawai Negeri,Menikah
2773,Sierra Manning,8568514197866631,"Jalan Kutisari Selatan No. 7
Depok, KS 82262",+62-081-536-6000,CV Park Shepherd,laki-laki,D3,Retired,4,10500000.0,2023-04-21,14333333.333333334,10500000,10050000,42,3,Tertagih,287,1,8500000,14333333.333333334,15500000,14500000,10500000,10500000,12000000,17000000,11500000,12500000,18500000,13500000,18500000,17500000,0,22,4,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,DPK,82262,4,9,"Lampung, 08-02-1989",34,Buruh,Belum menikah
2774,David Burch,6358535372639947,"Gang BKR No. 25
Ternate, Sulawesi Selatan 60192",+62 (766) 666 5190,CV Saunders Romero Tbk,perempuan,D1,Contract,2,8500000.0,2023-08-30,15250000.0,12500000,6250000,21,2,Tidak tertagih,395,1,6000000,15250000.0,18000000,14500000,18000000,19000000,10000000,17000000,12000000,11500000,18000000,10500000,17000000,17500000,0,0,18,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DPK,60192,20,14,"Nusa Tenggara Barat, 09-01-1965",58,Pegawai Negeri,Menikah
2775,Crystal Stanley,4770707716706115,"Jl. Laswi No. 4
Batam, Sumatera Selatan 86215",+62-811-200-4019,PD White Jacobs,perempuan,S2,Retired,3,18000000.0,2023-04-27,17541666.666666668,19000000,13200000,48,4,Tertagih,415,1,11000000,17541666.666666668,4000000,25500000,21500000,12500000,11000000,15500000,21000000,15000000,28000000,11000000,29500000,16000000,0,0,0,0,15,1,0,0,12,0,0,20,0,0,0,0,1,0,0,0,0,0,0,1,DPK,86215,15,2,"Sulawesi Barat, 09-06-1987",36,Pegawai Negeri,Cerai mati
2776,Curtis Warren,6376748238550517,"Jl. Sadang Serang No. 251
Kupang, Banten 11037",+62 (042) 906-4333,CV Kramer Tbk,perempuan,S1,Full-time,2,21000000.0,2023-04-16,14208333.333333334,11000000,5700000,13,1,Tertagih,687,0,4000000,0.0,9000000,13500000,5000000,19000000,4000000,28500000,7000000,28000000,24500000,16500000,3000000,12500000,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DPK,11037,10,12,"Jawa Barat, 31-01-2000",23,Pegawai Swasta,Cerai hidup
2777,Jeffrey Ramirez,2313546847411511,"Gang Kapten Muslihat No. 86
Pasuruan, Sumatera Selatan 11413",+62 (049) 086-2056,PD Alexander Rogers,laki-laki,D3,Retired,3,10500000.0,2023-05-19,15875000.0,4000000,3800000,112,6,Tidak tertagih,365,1,9000000,15875000.0,11000000,18000000,12500000,18500000,19500000,18000000,17000000,15500000,11000000,16000000,14500000,19000000,26,0,18,0,0,26,8,0,16,0,18,0,1,0,1,0,0,1,0,0,1,0,1,0,Kurang lancar,11413,18,7,"Aceh, 03-10-1972",51,Profesional,Cerai hidup
2778,Charles Davis,9821075035334240,"Gg. Cihampelas No. 6
Medan, DI Yogyakarta 50585",+62-0072-310-2444,UD Lane Mendoza (Persero) Tbk,perempuan,D2,Full-time,4,17500000.0,2023-02-24,20250000.0,11500000,8050000,179,11,Tidak tertagih,158,2,13000000,40500000.0,27000000,18500000,15500000,22500000,6000000,24000000,27000000,25500000,10000000,14000000,27500000,25500000,7,28,15,14,11,20,11,0,18,25,12,18,0,1,2,0,0,1,0,0,1,2,0,1,Diragukan,50585,11,19,"Kalimantan Selatan, 14-07-1971",52,Pegawai Swasta,Belum menikah
2779,Kimberly Ellis,5984955304334826,"Jl. Ahmad Yani No. 87
Banjar, SU 27648",+62-0297-560-6869,PT Ramirez Harris,perempuan,S1,Retired,2,18000000.0,2023-05-23,15583333.333333334,4000000,2300000,1,1,Tertagih,571,0,10000000,0.0,11500000,12500000,8500000,18500000,10000000,21000000,20000000,9000000,26500000,8500000,13500000,27500000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DPK,27648,16,7,"Bali, 13-10-1988",35,Pengusaha,Belum menikah
2780,Catherine Ray,3279477666349640,"Jl. Ahmad Dahlan No. 95
Sungai Penuh, Banten 35726",+62 (755) 370-3068,PT Gomez,perempuan,D3,Retired,4,15500000.0,2023-01-10,19375000.0,15500000,15350000,151,8,Tidak tertagih,290,3,6500000,58125000.0,21000000,24000000,25500000,23500000,15000000,15500000,24000000,6500000,27500000,25000000,4500000,20500000,8,20,17,0,0,0,15,27,30,0,30,4,0,1,2,0,0,0,1,2,3,0,1,0,Diragukan,35726,4,5,"Riau, 21-08-1972",51,Buruh,Belum menikah
2781,Ashley Nelson DDS,7773396559972058,"Jl. Dipatiukur No. 59
Ambon, Papua Barat 64904",+62 (0158) 406 9990,PT Diaz Tbk,laki-laki,S2,Retired,2,14000000.0,2023-04-08,14541666.666666666,4000000,2400000,160,9,Tidak tertagih,303,2,3500000,29083333.33333333,13000000,12000000,14000000,16000000,12500000,16500000,16500000,18500000,12500000,16500000,16000000,10500000,13,0,24,25,12,30,0,18,9,6,23,0,0,0,1,2,0,1,0,1,0,0,1,0,Diragukan,64904,2,1,"Sulawesi Tengah, 27-09-1971",52,Buruh,Cerai hidup
2782,Wendy Morrison,6830455564729010,"Jl. Abdul Muis No. 36
Pagaralam, Bali 78292",+62 (12) 602 2649,CV Johnson Clarke,perempuan,S2,Full-time,4,29000000.0,2023-02-23,34708333.333333336,32000000,25700000,126,10,Tidak tertagih,458,2,7500000,69416666.66666667,32500000,30000000,39500000,30500000,38000000,33500000,32000000,38000000,36500000,37000000,32000000,37000000,15,3,0,5,25,8,24,5,17,21,3,0,1,0,0,0,1,0,1,0,1,2,0,0,Diragukan,78292,3,17,"Bali, 20-04-1960",63,Pegawai Swasta,Menikah
2783,Stephanie Henry,7828736900561866,"Gg. Rungkut Industri No. 7
Banjar, Jawa Timur 95212",+62 (0442) 100-3777,CV Thompson Sharp,laki-laki,S1,Full-time,3,19000000.0,2023-08-15,19416666.666666668,19000000,10900000,42,2,Tertagih,443,1,10000000,19416666.666666668,27500000,23500000,12000000,27000000,12500000,28000000,3500000,24000000,25000000,21000000,17000000,12000000,15,0,0,0,0,27,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,DPK,95212,2,17,"Kalimantan Utara, 27-02-1998",25,Pegawai Swasta,Cerai hidup
2784,Heather Williams,1800174305083786,"Gg. S. Parman No. 892
Sukabumi, Kepulauan Bangka Belitung 22365",+62-42-940-5376,CV Myers Mccormick (Persero) Tbk,perempuan,S1,Retired,3,13000000.0,2023-08-06,14541666.666666666,10000000,6800000,30,1,Tertagih,351,1,7000000,14541666.666666666,14500000,17000000,14000000,14000000,10000000,13500000,14000000,17000000,13000000,18500000,17000000,12000000,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,DPK,22365,17,2,"Sulawesi Barat, 30-06-1970",53,Profesional,Menikah
2785,Connie Lee,2094349009041225,"Gg. Jakarta No. 71
Banda Aceh, Kalimantan Tengah 53487",+62 (54) 973-8853,UD Perez Nelson (Persero) Tbk,laki-laki,S3,Retired,4,18000000.0,2023-08-14,15291666.666666666,29000000,16700000,100,7,Tidak tertagih,247,2,7000000,30583333.33333333,14000000,15000000,14000000,23500000,9500000,18000000,21000000,4000000,29000000,4500000,9000000,22000000,0,21,0,30,19,0,0,4,23,2,1,0,0,1,0,1,2,0,0,0,1,0,0,0,Kurang lancar,53487,2,8,"Kepulauan Bangka Belitung, 28-10-1972",51,Pegawai Swasta,Menikah
2786,Charles May,3075167330858177,"Jl. Merdeka No. 3
Tarakan, JI 53712",+62 (0951) 259-7728,PD Johnson (Persero) Tbk,laki-laki,D1,Full-time,2,21500000.0,2023-04-30,13458333.333333334,4000000,2800000,40,3,Tertagih,558,1,8000000,13458333.333333334,25500000,21500000,22500000,3000000,7500000,8500000,12000000,4000000,26000000,2000000,12000000,17000000,11,20,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DPK,53712,15,1,"Jawa Barat, 19-05-2000",23,Buruh,Cerai mati
2787,Sheila Brown,5120144049951941,"Gg. Medokan Ayu No. 1
Parepare, Kalimantan Tengah 34329",+62 (094) 271-3542,PT Cline (Persero) Tbk,perempuan,S1,Contract,4,19000000.0,2023-06-15,14333333.333333334,4000000,3100000,46,4,Tertagih,541,1,17500000,14333333.333333334,13500000,19000000,16500000,4500000,15000000,8000000,7000000,16500000,24000000,25500000,10500000,12000000,23,0,0,2,9,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,DPK,34329,3,13,"Kalimantan Timur, 08-07-1963",60,Profesional,Cerai hidup
2788,Michael Thompson,5803549329301775,"Jl. Pasteur No. 2
Padang Sidempuan, Jawa Barat 32282",+62 (55) 619 9747,PD Potts Tbk,laki-laki,D3,Full-time,0,26500000.0,2023-07-12,34291666.666666664,39000000,22200000,114,7,Tidak tertagih,363,2,4500000,68583333.33333333,34500000,32000000,32000000,30500000,33500000,30000000,37500000,39500000,39500000,35000000,37500000,30000000,0,4,26,30,8,11,21,0,0,0,14,0,0,0,1,2,0,0,1,0,0,0,0,0,Kurang lancar,32282,6,14,"Riau, 12-08-1988",35,Pegawai Negeri,Cerai mati
2789,Jasmin Mcintosh,7087063116960081,"Jalan Medokan Ayu No. 118
Payakumbuh, Sulawesi Barat 81026",+62-048-746-1445,CV Mcdowell Alexander,perempuan,S1,Retired,4,18000000.0,2023-07-09,16208333.333333334,19500000,11550000,138,9,Tidak tertagih,247,1,11500000,16208333.333333334,28000000,14000000,28500000,28500000,20000000,4500000,16500000,12000000,8500000,17500000,13000000,3500000,12,26,0,0,30,11,11,12,8,21,7,0,0,1,0,0,1,0,0,0,0,1,0,0,Diragukan,81026,16,17,"Nusa Tenggara Barat, 14-04-1978",45,Buruh,Cerai hidup
2790,Jill Hernandez,9370325428868275,"Jalan Tubagus Ismail No. 76
Makassar, YO 21989",+62 (762) 239-9173,Perum Jones Tbk,laki-laki,D3,Contract,0,25500000.0,2023-01-09,35750000.0,36000000,32000000,0,0,Tertagih,513,0,15000000,0.0,34000000,35000000,34000000,34500000,37000000,39000000,37000000,31000000,33500000,39000000,37000000,38000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,21989,12,17,"DI Yogyakarta, 23-08-2000",23,Pengusaha,Menikah
2791,Marc Crawford,5621405917822207,"Gang Suryakencana No. 525
Banjarmasin, Maluku 03463",+62-45-745-5677,CV Valentine (Persero) Tbk,perempuan,D3,Retired,3,17500000.0,2023-03-20,14291666.666666666,28000000,24000000,37,3,Tertagih,538,1,8000000,14291666.666666666,2500000,13000000,9000000,28500000,17500000,24500000,21000000,7000000,12000000,25000000,8000000,3500000,0,0,0,6,2,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,DPK,03463,17,20,"Maluku, 29-04-1999",24,Profesional,Cerai mati
2792,Cathy Christian,1455347931199246,"Jl. M.H Thamrin No. 393
Tanjungpinang, MA 30374",+62-179-507-4646,CV Moss Davis,perempuan,D2,Retired,3,10500000.0,2023-02-06,15833333.333333334,11000000,9100000,52,2,Tidak tertagih,259,1,7500000,15833333.333333334,18500000,13500000,14000000,14000000,16000000,13000000,19000000,17500000,18000000,19000000,17000000,10500000,0,0,0,0,0,0,0,26,0,0,0,26,0,0,0,0,0,0,0,1,0,0,0,1,DPK,30374,5,3,"Jawa Barat, 12-07-1983",40,Buruh,Belum menikah
2793,Blake Medina,4877955886887487,"Jl. Raya Setiabudhi No. 8
Sungai Penuh, KU 50820",+62 (90) 484 7774,PT Miller,laki-laki,D1,Contract,1,10500000.0,2023-05-01,14083333.333333334,15500000,14550000,26,3,Tidak tertagih,402,0,10000000,0.0,15500000,13000000,15000000,15000000,11500000,19000000,15000000,13500000,14000000,11000000,14500000,12000000,0,0,0,0,0,0,2,10,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,DPK,50820,9,14,"Jambi, 17-08-1972",51,Buruh,Cerai hidup
2794,Kimberly Pineda,1064068045830580,"Jl. Jamika No. 473
Langsa, Sulawesi Tenggara 81526",+62 (25) 201 4914,UD Chan Rich Tbk,perempuan,S2,Retired,4,15000000.0,2023-02-22,18666666.666666668,8000000,5300000,107,7,Tidak tertagih,195,1,13000000,18666666.666666668,18500000,22500000,13500000,28000000,19000000,27000000,16000000,26000000,2000000,16000000,7000000,28500000,13,0,0,0,26,0,0,6,13,13,11,25,0,0,0,0,1,0,0,0,0,0,0,1,Kurang lancar,81526,20,5,"Kalimantan Selatan, 23-10-1988",35,Pengusaha,Cerai hidup
2795,Steven Simmons,6321190795748755,"Jl. Tebet Barat Dalam No. 8
Serang, JI 28835",+62 (013) 134-5904,Perum Friedman,perempuan,S2,Full-time,2,21000000.0,2023-03-04,17416666.666666668,5500000,4550000,52,3,Tertagih,468,1,4500000,17416666.666666668,26500000,19000000,7500000,8000000,10500000,28000000,20500000,24000000,16000000,29000000,17500000,2500000,0,0,20,0,18,0,0,0,0,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,DPK,28835,11,11,"Kepulauan Bangka Belitung, 04-03-1960",63,Profesional,Menikah
2796,Brenda Mason,1059272834348956,"Jalan Asia Afrika No. 824
Probolinggo, KU 48548",+62 (992) 618-4856,CV Little Martinez,perempuan,SMA,Part-time,2,7700000.0,2023-01-29,14000000.0,15500000,9250000,3,2,Tidak tertagih,342,0,4500000,0.0,11000000,12000000,17500000,15500000,10000000,14000000,12500000,11500000,14500000,18000000,16000000,15500000,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DPK,48548,10,6,"Kalimantan Tengah, 29-09-1976",47,Buruh,Cerai hidup
2797,Juan Smith,1457623623740907,"Jalan Rajiman No. 14
Sorong, Papua Barat 40941",+62 (658) 581-1491,PT Tanner Garcia,perempuan,S1,Full-time,4,24000000.0,2023-06-18,10416666.666666666,28500000,19850000,52,3,Tertagih,533,1,11000000,10416666.666666666,8000000,11000000,2000000,12000000,2500000,7000000,5500000,15000000,28500000,5500000,14500000,13500000,0,23,0,18,0,0,0,0,11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,DPK,40941,15,15,"Aceh, 12-12-1961",62,Profesional,Belum menikah
2798,Danielle Brown,9592243457183527,"Gang Ronggowarsito No. 964
Pariaman, Sumatera Selatan 20095",+62 (0901) 364 2995,CV Garcia Tbk,laki-laki,S1,Retired,3,13000000.0,2023-03-14,14833333.333333334,5000000,4500000,33,3,Tertagih,410,1,14500000,14833333.333333334,13500000,12500000,15000000,15500000,13500000,16500000,19500000,10500000,15000000,10500000,18500000,17500000,0,0,18,0,0,2,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DPK,20095,14,11,"Kepulauan Riau, 25-12-1964",59,Pegawai Negeri,Menikah
